REASON;JOB;BAD;LOAN;MORTDUE;VALUE;YOJ;DEROG;DELINQ;CLAGE;NINQ;DEBTINC;gDEBTINC
DebtCon;Other;0;21700;72180;93427;2;0;0;115,5294894;1;33,45667038;1
DebtCon;Sales;0;25800;112388;180313;16;0;0;295,5460058;0;33,24109601;1
HomeImp;ProfExe;0;14400;78777;103344;5;0;0;104,4045965;1;24,35085757;1
DebtCon;ProfExe;0;19300;31950;53814;17;0;0;178,4596372;1;37,13471233;1
DebtCon;Mgr;0;30600;78355;124426;11;0;0;81,22339757;1;25,94257777;1
HomeImp;Other;0;8200;;50061;10;0;0;296,9016386;1;33,63213652;1
;Other;0;23800;74390;186176;10;0;0;363,1401917;1;30,27099531;1
DebtCon;Mgr;0;18100;27239;39723;17;0;0;111,5322141;1;24,44945281;1
DebtCon;Other;0;30700;14834;64870;1;0;0;99,70436212;1;36,69232406;1
DebtCon;Other;0;18200;4927;30198;;0;0;89,59983867;1;41,23052688;1
HomeImp;ProfExe;0;21200;63093;101789;18;0;0;623,4562088;1;19,41458795;1
HomeImp;Other;0;10100;63283;82912;0;0;0;99,81625825;1;38,37053971;1
DebtCon;ProfExe;0;20400;29985;54038;15;0;0;177,5936728;1;35,55430368;1
DebtCon;Mgr;0;12800;54546;62906;3;0;0;175,5198745;1;28,64818571;1
DebtCon;Office;0;30400;55429;103948;3;0;0;182,4841642;1;35,15098079;1
HomeImp;Other;0;20400;;94446;6;0;0;184,82429;1;40,77586435;1
HomeImp;Other;0;14800;49000;98900;0,1;0;3;51,66666667;1;;3
DebtCon;Other;1;8600;44992;66403;8;0;0;172,551555;1;43,87561082;2
DebtCon;Other;1;15000;116400;146450;17,5;0;1;255,6666667;1;;3
DebtCon;ProfExe;0;31000;118000;167000;17;0;0;127,0333333;1;;3
HomeImp;Other;0;13800;31974;44417;7;0;0;76,93312296;1;30,42242943;1
DebtCon;Other;0;31900;104092;143832;15;0;0;235,2018195;1;43,69152442;2
DebtCon;Other;0;20300;13838;30813;0;0;0;39,64588729;1;29,98518301;1
DebtCon;ProfExe;1;13900;;80868;18;0;0;278,3014245;1;43,31320023;2
HomeImp;Other;0;8300;47000;78320;18;0;0;195,8333333;1;;3
DebtCon;Other;0;20500;82638;109915;;0;0;176,3666652;1;37,86483283;1
HomeImp;ProfExe;0;17700;71399;96588;7;0;0;83,59853183;0;33,62658567;1
DebtCon;Other;0;17400;77350;101271;0;0;0;148,9162275;1;34,38702843;1
HomeImp;Other;1;6100;62751;95617;1;0;0;138,6468632;1;31,75727069;1
HomeImp;ProfExe;0;10600;80386;106526;1;0;0;64,06673554;1;34,10469706;1
DebtCon;Office;0;11200;44966;55114;1;0;0;173,9618974;1;37,4566221;1
HomeImp;Other;0;16900;30856;56961;11;0;0;116,8177074;1;20,34458217;1
DebtCon;ProfExe;0;34900;121550;174507;17;0;0;110,9431095;1;30,69930302;1
HomeImp;Other;0;15900;52012;105877;0;0;2;50,53156169;1;40,39225654;1
HomeImp;ProfExe;1;18000;62000;160800;15;0;0;129,8333333;1;;3
HomeImp;Office;0;14900;101179;117405;2;0;0;133,9305097;1;35,54740722;1
DebtCon;;0;17200;39316;66978;4;0;0;99,98597596;1;26,43708405;1
DebtCon;Other;0;17000;25638;128433;10;0;0;367,6645206;0;39,10689638;1
DebtCon;Self;0;24400;95843;123377;2;0;0;201,9767562;1;32,90346813;1
DebtCon;ProfExe;0;10400;62442;73197;8;0;0;47,61067763;1;38,88482776;1
DebtCon;Other;0;19000;7524;28639;;0;0;60,32825275;1;42,35846148;2
HomeImp;Other;0;7400;;44651;2;0;0;271,9181691;0;42,9300431;2
DebtCon;Other;0;23700;46910;75136;10;0;0;119,2312044;1;43,829588;2
DebtCon;Other;0;23000;131200;163390;7;1;0;215,0666667;1;;3
HomeImp;ProfExe;0;14200;83231;99400;6;0;0;130,1675148;1;27,17296471;1
HomeImp;Other;1;15000;29000;105000;7;0;4;97,66666667;1;;3
HomeImp;ProfExe;0;13100;74832;98616;6;0;0;101,3622896;1;27,02148065;1
DebtCon;Other;0;21800;;59736;;0;0;304,7369303;0;36,71311371;1
DebtCon;Office;0;25000;71700;122500;0;0;0;303,4;1;;3
DebtCon;Other;1;25000;104000;188500;0,7;0;11;194,8;1;;3
DebtCon;ProfExe;1;42000;140000;;25;2;1;311,4333333;1;;3
DebtCon;Other;0;27600;54328;94216;24;1;2;188,3937419;1;26,83331217;1
;Office;0;25500;26603;64347;1;0;0;117,432365;1;39,25791203;1
HomeImp;Office;0;8800;26607;39710;0;0;0;104,6928252;1;38,32672821;1
DebtCon;Other;0;17200;35116;60489;17;0;0;106,486237;1;38,80624071;1
DebtCon;Office;0;8400;35240;54314;8;0;0;210,5800148;1;32,57186729;1
DebtCon;Other;0;17300;44031;79187;0;;1;299,7052373;1;35,98666991;1
DebtCon;Other;1;8100;19772;39431;0;0;1;82,33528777;1;20,34246772;1
DebtCon;Other;0;26500;76599;119041;4;0;0;97,26565847;1;40,12650973;1
DebtCon;Other;0;27300;72314;118839;5;0;0;99,69383246;1;42,34342026;2
DebtCon;Office;0;17000;70085;81598;7;0;0;117,1953992;1;21,98183572;1
DebtCon;Other;0;18100;89454;119019;13;0;0;127,2461963;1;37,52527269;1
DebtCon;Office;1;16800;69284;;21;0;0;190,6933137;1;35,89402586;1
DebtCon;ProfExe;0;53500;179116;257688;5;0;0;232,5959521;1;39,78989915;1
DebtCon;ProfExe;1;16800;27623;88231;8;0;0;122,463272;0;55,96202222;2
DebtCon;ProfExe;1;15000;163000;207562;6;0;0;247,5842491;1;;3
DebtCon;Office;0;10000;64320;102375;10;0;0;148,1666667;1;;3
;Office;0;10800;98568;121994;15;0;0;270,2651653;0;33,65829222;1
DebtCon;Other;0;22000;76367;103928;20;0;0;202,578152;1;38,71719491;1
DebtCon;Other;0;14000;46541;64338;0;0;0;204,4094433;1;28,36479851;1
DebtCon;Office;0;23000;48003;64720;4;0;0;160,6060458;1;33,6299233;1
HomeImp;Mgr;1;6900;5816;;23;0;2;67,8;1;;3
DebtCon;Self;1;15600;62582;131510;2;0;2;122,6040529;1;38,5882224;1
HomeImp;ProfExe;1;28300;104686;136033;13;0;2;291,1716614;1;5,762994872;1
DebtCon;Other;0;16000;66395;85782;1;2;1;99,51921755;1;33,20696963;1
DebtCon;Sales;0;26100;113266;182082;18;0;0;304,8524691;1;33,19394936;1
HomeImp;Office;1;9900;59206;75690;6;0;2;288,3950585;1;30,77602786;1
HomeImp;Other;1;12000;76345;89036;8;0;0;91,97034976;1;50,17306503;2
DebtCon;Other;0;24100;57555;90732;8;0;0;236,9619925;1;37,93487786;1
DebtCon;Other;0;16000;74459;103255;6;3;0;72,8645904;1;24,93522997;1
DebtCon;ProfExe;0;8800;135899;202788;1;0;0;53,76762152;1;35,93202507;1
HomeImp;Other;1;11900;58104;77870;7;0;0;69,43333333;1;;3
DebtCon;Other;0;22400;32665;56639;13;0;0;101,7583551;1;31,47003128;1
HomeImp;Self;1;13300;25698;58760;15;0;0;147,9109824;1;30,96207665;1
HomeImp;Mgr;0;20000;135631,66;177000;8;0;0;321,6333333;0;;3
DebtCon;ProfExe;0;12000;85039;111100;0,2;1;2;144,0666667;1;;3
DebtCon;Self;0;45700;118247;174711;11;0;0;170,6522245;0;37,73075139;1
DebtCon;Office;1;38800;31976;;2;0;3;134,543886;1;;3
DebtCon;ProfExe;0;11600;64510;71105;5;0;0;150,263332;1;43,23918712;2
HomeImp;Sales;0;6300;69357;73726;3;2;0;163,2839332;1;42,40781425;2
DebtCon;Mgr;0;30000;79044;118685;12;0;0;92,11887554;1;27,22498526;1
DebtCon;Other;0;37400;96798;145550;12;0;0;63,90167695;1;40,59485173;1
DebtCon;Other;1;15000;98000;132790;1,5;0;3;107,6666667;1;;3
DebtCon;ProfExe;0;20000;;26507;7;0;0;92,42667382;1;20,68374038;1
HomeImp;Other;0;17700;50886;106673;2;0;2;57,09065961;1;40,85911311;1
HomeImp;Other;0;6200;73881;98550;0;0;1;182,8787798;0;37,19944569;1
DebtCon;ProfExe;1;20900;61402;88659;9;3;0;164,2489323;1;40,92143334;1
DebtCon;Mgr;0;9500;58185;64576;6;;4;127,8552645;1;38,29830913;1
DebtCon;ProfExe;0;13600;55864;87500;9;0;0;193,7666667;0;;3
DebtCon;Office;0;25600;78441;128814;2;0;0;310,5000998;1;38,73864962;1
DebtCon;Mgr;0;14300;21828;38000;17;1;0;103,5;1;;3
HomeImp;Office;0;12800;68729;90127;23;0;0;163,9892789;1;39,42448779;1
DebtCon;Mgr;0;22800;74979;109716;9;0;1;289,8223696;1;31,47990688;1
DebtCon;Mgr;0;7400;82412;91326;19;0;1;316,9470825;1;37,90875019;1
HomeImp;Other;0;13500;59941;69336;29;1;2;182,6956696;1;35,51267298;1
HomeImp;ProfExe;1;16000;69322;106189;2;1;1;238,4;0;;3
DebtCon;Other;0;23800;46884;68142;8;0;0;59,40577506;1;35,69663622;1
DebtCon;Other;0;10200;84196;91642;1;0;0;104,8350719;1;38,37611263;1
DebtCon;Office;0;8400;43900;55000;1;0;0;169,4333333;1;;3
DebtCon;ProfExe;1;26800;138216;170052;10;0;0;199,7387114;1;76,42147805;2
DebtCon;Mgr;0;17400;42876;66085;26;0;0;281,5781525;1;38,02752168;1
DebtCon;Office;0;9000;55367;79819;5;0;0;101,281185;1;27,1892129;1
DebtCon;Office;0;15100;;57940;0;0;0;86,89492992;1;38,85034854;1
DebtCon;Office;0;15100;68043;80686;4;0;0;119,6724909;1;21,41822746;1
DebtCon;Office;0;8700;78817;115527;1;0;0;221,5515413;1;16,37841295;1
HomeImp;ProfExe;0;16300;69327;102426;8;0;0;246,7546661;1;36,4090945;1
HomeImp;ProfExe;0;12900;83886;100782;5;0;0;115,076186;1;27,97970643;1
DebtCon;ProfExe;0;11000;108095;137000;3;0;0;277;1;;3
HomeImp;ProfExe;0;22600;61503;101786;17;0;0;622,3557677;1;21,68666861;1
DebtCon;;0;10200;57142;72664;19;0;0;158,1858039;1;32,49748842;1
DebtCon;Mgr;0;17000;97438;158780;0;0;0;210,9126034;1;38,79674995;1
DebtCon;ProfExe;0;27600;73846;100216;12;0;0;282,3706614;1;38,19125134;1
HomeImp;Other;0;7100;;40185;3;0;0;272,9226847;1;41,91689953;1
DebtCon;Other;0;15400;39452;56834;7;1;0;120,0565557;1;39,90893415;1
DebtCon;Other;0;27000;60631;86091;24;0;2;200,1414536;1;26,24875663;1
DebtCon;;0;18700;118208;130216;14;0;0;190,9573245;0;40,74823463;1
HomeImp;ProfExe;0;14000;83645;101615;5;0;0;116,3376843;0;28,29673484;1
HomeImp;Other;1;15000;;50000;0;3;4;206,9666667;1;;3
DebtCon;ProfExe;0;29200;139299;180818;1;0;0;226,8611449;1;40,81730925;1
DebtCon;ProfExe;0;18500;26389;85552;7;0;0;152,0406588;1;27,35620808;1
DebtCon;ProfExe;0;21700;29500;53943;14;0;0;185,6820797;1;37,75154584;1
DebtCon;Other;0;7400;32832;50798;10;0;0;221,3384208;1;36,00942149;1
DebtCon;Mgr;0;36000;89270;127834;30;0;0;350,6195273;0;38,66907284;1
HomeImp;ProfExe;0;25600;139746;210298;6;0;0;185,1125764;1;38,36889038;1
DebtCon;;0;15400;110900;126400;16;0;0;179,5666667;1;;3
DebtCon;Other;0;18700;50354;79011;1;;1;290,8270296;1;35,13903436;1
HomeImp;Other;0;10600;62909;81411;15;0;0;238,3144707;1;34,68038165;1
DebtCon;Other;0;29000;32109;49912;34;0;0;278,5650034;1;39,79656076;1
DebtCon;;0;10300;57676;71027;19;0;0;157,5196371;1;33,99236607;1
DebtCon;Other;0;20300;82996;118224;11;0;0;287,6116049;1;34,18708305;1
DebtCon;Other;0;13000;39386;53149;4;0;0;110,4779566;1;38,52175901;1
DebtCon;ProfExe;0;11100;17430;68499;20;0;2;403,9654009;1;21,75864261;1
DebtCon;Other;0;12200;57112;76050;1;0;0;235,2292688;0;35,11318533;1
DebtCon;Sales;0;14300;94062;102052;14;;2;133,3781085;1;35,71661211;1
DebtCon;Other;0;42100;21137;65676;21;0;0;194,3463245;1;43,20591058;2
DebtCon;Other;0;42100;17852;65877;18;0;0;201,4302702;1;43,19519357;2
HomeImp;Mgr;0;9500;21900;35250;16;0;0;59,86666667;1;;3
DebtCon;Other;0;16200;76211;104348;0;0;0;141,0468244;1;33,33441192;1
DebtCon;Other;0;22600;91177;112123;24;0;0;251,5824035;1;42,07798838;1
DebtCon;Office;0;19900;170947;222227;13;0;0;220,0164639;1;42,23579636;1
DebtCon;Other;0;20400;153958;195834;9;0;0;;1;31,13462438;1
DebtCon;Other;0;19400;53000;82800;18;0;0;206,9666667;1;;3
DebtCon;Other;0;12600;83921;90876;3;0;0;106,9373967;1;41,47300108;1
HomeImp;Other;0;7300;93428;118184;10;;;411,9520505;1;40,39647435;1
DebtCon;Office;0;16900;;51549;1;0;0;75,41374556;1;40,62819923;1
DebtCon;ProfExe;0;18600;50167;96312;5;0;0;128,3394339;1;36,3773222;1
DebtCon;Other;1;7000;19894;32500;4;0;0;134,7;1;;3
DebtCon;Other;0;26400;196412;250164;9;0;0;97,27834927;1;42,334246;2
DebtCon;Self;0;24800;98139;121696;3;0;0;208,5232669;1;32,64426513;1
HomeImp;Other;0;8900;58503;74706;6;0;0;243,9359963;1;36,79323717;1
DebtCon;ProfExe;0;28600;105907;156126;10;0;0;165,090735;1;33,23130088;1
DebtCon;ProfExe;0;10600;136820;201820;2;0;0;68,35305606;1;38,0722099;1
DebtCon;Other;0;15000;84000;110975;20;0;0;282,1666667;1;;3
DebtCon;ProfExe;0;6300;55000;69000;13;0;0;130,0666667;0;;3
DebtCon;Mgr;0;20000;81800;106600;24;;1;313,7666667;1;;3
DebtCon;;0;10000;59828;72489;18;0;0;157,2436625;1;31,62682193;1
HomeImp;Office;0;16900;66812;90973;9;;;108,0055259;0;37,46901795;1
DebtCon;Office;0;15500;96426;122322;12;0;0;226,2845243;0;40,86810919;1
DebtCon;Other;0;18600;57300;8000;6;;;68;1;;3
DebtCon;Other;0;27200;58383;92484;22;1;2;170,0723235;1;23,80982026;1
DebtCon;Other;0;21800;48139;80114;13;0;0;111,9986308;1;4,142703972;1
DebtCon;Other;0;22900;28217;52804;14;0;0;109,3656846;1;30,58772816;1
DebtCon;Other;1;25400;107343;192642;1;0;10;192,6716931;1;35,75976024;1
DebtCon;Office;0;25100;41314;71357;19;0;0;183,6314283;1;33,66553412;1
DebtCon;Office;0;20500;64123;103728;8;;1;112,5822669;1;35,84627282;1
DebtCon;Other;0;27600;54584;86568;22;0;0;214,8157373;1;35,2239708;1
DebtCon;Office;0;15400;103934;113696;4;0;0;265,5863519;1;26,75040396;1
DebtCon;Other;0;21500;58646;90807;17;0;0;196,8087927;1;31,69796036;1
DebtCon;Office;0;21300;74081;102810;9;0;0;200,9111493;1;31,15558593;1
HomeImp;Office;0;20200;;68031;6;0;0;120,593465;1;18,32048799;1
HomeImp;Office;0;7000;16047;67750;21;0;0;315,3214527;0;38,6936558;1
HomeImp;Mgr;0;18100;95322;119643;2;0;0;313,6033866;1;42,1192853;1
DebtCon;Other;0;15300;33113;57991;4;0;0;122,5788363;1;40,56988842;1
DebtCon;ProfExe;0;24100;77435;113000;10;0;1;124,7666667;0;;3
DebtCon;ProfExe;1;16000;50000;71130;2,5;0;0;189,7;0;;3
HomeImp;ProfExe;0;20000;56135;93234;18;0;0;630,0333333;1;;3
DebtCon;Mgr;0;9400;77715;101258;2;0;0;65,87658672;1;38,10800099;1
DebtCon;ProfExe;0;15100;81298;108947;9;0;0;194,4434656;1;42,24594074;1
HomeImp;Office;0;17900;56273;111507;1;;2;123,0225636;1;39,49148711;1
DebtCon;ProfExe;0;21300;183386;230443;1;0;0;288,3736976;1;39,33487902;1
DebtCon;ProfExe;0;17000;23200;85000;9;0;0;149,0666667;1;;3
DebtCon;ProfExe;1;21000;69231;95000;8;0;7;116,7;1;;3
DebtCon;Other;1;12100;22000;38750;0,8;0;0;167,4;1;;3
DebtCon;;0;15700;111367;127421;16;0;0;184,2348073;1;41,03530607;1
DebtCon;;0;17800;39686;67246;5;0;0;114,183555;1;27,5758097;1
HomeImp;ProfExe;0;24800;144410;211936;3;0;0;195,0703595;1;38,92615688;1
DebtCon;Mgr;1;15400;180017;206148;2;0;2;196,0336579;1;36,41734258;1
HomeImp;ProfExe;0;14400;75360;105737;8;0;0;121,298029;1;24,76189959;1
;Mgr;0;22500;136086;180804;26;;4;329,4072371;1;33,03141554;1
DebtCon;Mgr;0;40500;66895;113770;14;0;0;188,1404168;0;38,08532813;1
DebtCon;Other;0;25700;189995;250814;9;0;0;100,8009427;1;41,00583277;1
DebtCon;Office;0;23100;61524;96308;1;0;0;160,3831681;1;35,1122412;1
HomeImp;Office;0;15200;53433;114245;2;;3;155,3674866;1;36,95461516;1
DebtCon;Other;0;26100;50605;77841;21;;0;286,4482042;1;41,17380505;1
DebtCon;Self;1;8400;31800;72000;;0;2;187,2666667;1;;3
DebtCon;Mgr;0;11800;57760;65535;11;0;0;108,4694004;1;32,78348357;1
DebtCon;Other;1;25000;11300;154340;19;1;5;119,6666667;1;;3
HomeImp;Office;1;30100;92249;;2;1;0;180,6801536;0;31,08912029;1
DebtCon;Other;0;24000;59300;88000;16;0;0;97,93333333;1;;3
;ProfExe;0;18300;55584;95236;10;0;0;;1;24,59063319;1
HomeImp;Other;0;25000;199000;236200;8;0;0;133,3666667;1;;3
DebtCon;Mgr;0;10800;83441;92148;5;0;0;119,145844;1;40,97863532;1
DebtCon;Other;0;20200;153084;196968;6;0;0;;1;32,01179994;1
DebtCon;Other;0;32900;9200;66056;0;0;0;107,6734382;1;37,18955165;1
HomeImp;Office;0;12800;71531;87256;26;0;0;167,1637357;1;40,37613759;1
DebtCon;Other;0;30000;8875;57000;0;0;0;100,4666667;1;;3
DebtCon;Office;0;22500;57762;95790;3;0;0;151,7150658;1;34,86359608;1
DebtCon;Office;0;10100;55738;73266;5;0;0;85,63523503;1;24,53432507;1
DebtCon;ProfExe;0;15800;51163;157644;19;0;0;239,2247894;0;20,74752052;1
DebtCon;Other;1;27000;124000;162000;0,8;0;2;166,3666667;1;;3
DebtCon;Office;0;12300;90006;121122;9;0;0;133,4975408;1;36,91048167;1
HomeImp;Other;1;6500;13600;;14;2;5;115,3666667;1;;3
DebtCon;Other;0;24000;16997;45000;25;0;0;118,6666667;1;;3
HomeImp;Office;0;14900;85486;97795;;0;0;173,010785;1;41,58352917;1
DebtCon;Mgr;0;12300;81590;90050;6;0;0;136,7467587;1;41,73267581;1
DebtCon;Office;0;7900;41935;53543;8;0;0;203,54461;1;31,49168679;1
HomeImp;Other;0;10200;8907;59814;7;2;0;364,4309474;1;16,06424538;1
DebtCon;Other;0;17400;55575;78661;17;1;0;198,9896005;1;38,99143137;1
DebtCon;Office;0;9000;82700;121000;9;0;0;131,9;1;;3
DebtCon;Other;0;17200;103519;118074;0;0;0;102,6786125;1;41,41835285;1
DebtCon;Mgr;0;11900;78959;104371;1;0;0;79,08139722;1;40,02421108;1
HomeImp;Office;0;20900;;73849;7;0;0;124,9559978;1;18,48129352;1
HomeImp;Self;0;26500;240782;267675;6;0;0;229,3070258;1;37,740919;1
DebtCon;Other;0;17200;89507;121047;14;0;0;118,8661339;1;34,6028274;1
HomeImp;Self;0;27600;150120;191972;3;0;0;178,0384911;1;41,80742805;1
DebtCon;Mgr;1;14000;139000;159000;13;0;1;171,4333333;1;;3
DebtCon;Self;1;20000;151982;;;2;5;146,5;1;;3
DebtCon;Other;1;8400;37256;45956;1;0;0;214,44323;1;31,24524851;1
DebtCon;ProfExe;0;17200;33073;85654;7;0;0;163,3947887;1;28,27488887;1
DebtCon;Mgr;0;11000;46093;60563;4;0;0;190,4821643;1;29,57814813;1
DebtCon;Other;0;21300;72450;88622;3;0;0;117,2101261;1;32,66110554;1
DebtCon;Office;1;21400;95147;132304;7;1;5;206,1276648;1;36,23566539;1
HomeImp;Mgr;0;23500;95289;122273;9;0;0;118,6161343;1;30,44727454;1
HomeImp;Office;0;11400;;29374;20;0;0;207,9302558;1;38,95512474;1
HomeImp;Office;1;11000;85474;118125;2,5;2;0;132,9333333;1;;3
DebtCon;Other;0;30500;10952;65166;0;0;0;91,95160351;1;37,69262438;1
DebtCon;Mgr;0;16200;22956;44866;16;0;0;114,7590192;1;24,09088217;1
DebtCon;Other;0;20900;69233;105434;;2;0;242,1642572;1;40,16365053;1
DebtCon;Other;1;19600;117646;149975;4;0;0;114,2136149;1;31,22280265;1
HomeImp;Office;0;17100;49951;111291;1;;2;151,1045925;1;39,48719814;1
HomeImp;Other;0;14000;27872;48125;10;0;0;115,6;1;;3
HomeImp;Office;0;9200;92395;114494;24;0;0;130,3767882;1;39,11215036;1
DebtCon;ProfExe;0;14900;89872;118027;0;1;1;155,4454529;1;33,13569677;1
DebtCon;ProfExe;0;20000;38955;80680;8;0;0;295,3007793;0;40,39095601;1
HomeImp;Other;0;21000;67657;100606;5;0;0;225,2852704;1;31,04430422;1
DebtCon;Other;0;30800;21172;37333;30;0;0;208,4986963;0;41,35817107;1
HomeImp;Other;0;10800;67171;82138;2;0;0;89,12452631;0;38,8031464;1
HomeImp;;0;10000;;23400;28;0;0;206,9666667;1;;3
DebtCon;ProfExe;0;14400;34291;68444;6;0;0;262,0791636;1;21,98106645;1
DebtCon;ProfExe;0;34100;139035;198788;23;0;0;171,9632916;1;37,68589208;1
HomeImp;ProfExe;1;7500;126000;151380;18;0;2;75,66666667;1;;3
DebtCon;Mgr;0;14000;42000;60000;27;1;0;281,0666667;1;;3
HomeImp;Self;0;25000;145000;185000;2;0;0;176,5;1;;3
HomeImp;ProfExe;1;13000;29461;49326;11;0;0;171,5976685;1;38,91799988;1
HomeImp;ProfExe;0;23800;101536;147601;10;0;0;161,2557418;1;32,71942124;1
HomeImp;ProfExe;0;17600;62198;101183;21;0;0;230,7167135;1;39,13975656;1
HomeImp;Self;1;20500;113963;131135;3;1;0;243,6806039;1;143,949605;2
DebtCon;ProfExe;0;18800;166737;199303;9;0;0;270,8826875;1;25,53212879;1
HomeImp;Office;0;22100;;65192;9;0;0;128,1567931;1;18,8829556;1
DebtCon;ProfExe;0;8200;135929;200275;0;0;0;69,61717488;1;37,80543265;1
DebtCon;Other;0;28400;90823;126845;1;0;0;188,7734549;1;42,89671511;2
DebtCon;Other;0;19100;58453;76731;15;1;0;203,1410764;1;36,22872963;1
DebtCon;Office;0;26800;46236;62711;17;0;0;175,075058;1;33,05993364;1
HomeImp;Other;0;12900;56957;73181;29;1;3;179,096166;1;36,39479545;1
DebtCon;;0;7100;54700;68500;19;0;0;155,2;1;;3
;Other;0;23100;75837;183443;9;0;0;377,2910399;0;31,43531612;1
DebtCon;Other;0;21100;81389;123842;9;0;0;285,0469162;1;37,13906786;1
DebtCon;Other;0;12600;103946;113900;17;0;2;194,3599393;1;36,41457282;1
DebtCon;Mgr;0;17400;43110;73614;1;0;0;114,2891824;1;26,37910802;1
DebtCon;Other;0;25400;62906;96327;17;0;0;110,6201271;1;33,76074836;1
HomeImp;Mgr;0;17400;11147;166496;23;0;0;73,46751776;1;29,53166415;1
DebtCon;ProfExe;0;20800;;26732;6;0;0;103,0311295;1;21,30427209;1
HomeImp;Self;0;25900;152071;185893;0;0;0;185,543512;0;40,6422789;1
DebtCon;Other;0;22400;81617;125950;9;0;0;289,5196987;1;35,5136585;1
DebtCon;Mgr;0;17400;25859;43684;16;1;0;95,36306868;1;27,10761957;1
DebtCon;Mgr;0;41100;129281;194500;;1;0;197,4320691;0;32,51476871;1
DebtCon;ProfExe;0;27900;66027;102745;9;0;0;298,1032514;1;38,25030605;1
DebtCon;Other;0;87000;48980;89764;14;0;0;209,0431166;0;36,08803706;1
DebtCon;Self;1;10800;35602;73077;;0;1;179,89656;1;53,58488301;2
DebtCon;Other;0;19400;63508;12414;5;;;64,40760462;1;40,57016916;1
HomeImp;Mgr;0;11300;46120;52911;19;0;0;229,4415778;1;36,33481436;1
DebtCon;;0;14300;111623;127049;2;0;0;145,1018727;1;34,42963198;1
DebtCon;Office;0;25100;46614;69750;17;0;0;193,2525794;1;33,71535165;1
;Other;0;17800;;95639;;0;0;179,8493516;1;33,14225722;1
HomeImp;Office;1;30000;;50000;4;0;1;118,6666667;1;;3
HomeImp;Office;0;13700;84761;95382;;0;0;171,9458387;1;41,96010591;1
HomeImp;ProfExe;0;9600;73000;99600;4,5;0;1;93,33333333;1;;3
HomeImp;Other;1;7500;;40150;5;0;0;;1;;3
DebtCon;Other;0;12900;50636;57838;0;1;0;187,8253233;1;28,81347094;1
DebtCon;Other;0;13000;80587;110064;6;0;0;85,00919673;1;33,99003974;1
DebtCon;Other;0;19900;4641;23636;;0;0;63,53525475;1;40,44237823;1
DebtCon;Other;0;30500;108736;147531;13;0;0;228,6103591;1;43,12276156;2
HomeImp;Office;0;9700;59100;74986;14;0;0;244,5333333;1;;3
DebtCon;Other;0;24800;43287;72898;8;0;0;87,01103562;1;34,0310957;1
DebtCon;Office;0;9400;92340;125451;7;0;0;129,1137248;1;36,3499746;1
DebtCon;Other;0;21700;20627;52040;26;0;2;199,9854317;0;27,11768955;1
DebtCon;Other;0;12700;60122;93741;0;0;0;38,33492385;1;42,10934773;1
HomeImp;Other;0;9100;47756;84022;18;0;0;206,797361;1;32,39114639;1
DebtCon;Mgr;0;22500;75010;114769;9;0;1;294,2971661;1;30,61105116;1
DebtCon;ProfExe;0;17000;54780;93091;4;0;0;115,3753324;1;37,50862467;1
DebtCon;Other;0;16000;62200;89200;1,9;0;0;176,5333333;1;;3
HomeImp;ProfExe;0;21500;100727;146904;11;0;0;153,2238882;1;34,96596275;1
DebtCon;ProfExe;0;17600;39057;50933;6;0;0;239,2016301;1;39,30107072;1
HomeImp;Office;0;12000;63589;75959;14;1;0;253,616928;1;43,15970058;2
DebtCon;Other;0;32300;14163;60626;0;0;0;109,031088;1;36,50108651;1
DebtCon;Other;1;23800;9124;41900;28;0;2;120,7333333;1;;3
HomeImp;ProfExe;0;14900;66329;100824;9;0;0;279,2407514;0;36,19837544;1
HomeImp;Other;0;13100;59608;72561;30;1;2;195,5387112;1;36,61107299;1
DebtCon;ProfExe;0;12000;73000;94900;9;3;0;189,7;1;;3
DebtCon;;0;11100;105226;122901;3;0;0;113,6887804;1;33,89664298;1
HomeImp;ProfExe;1;15100;54000;77542;13;1;1;122,5666667;1;;3
DebtCon;ProfExe;0;11100;75392;89976;9;0;0;163,7035554;1;39,27188478;1
DebtCon;Office;0;21900;61423;103075;7;;1;125,5230236;1;37,00676675;1
DebtCon;Other;0;22100;95351;117905;25;0;0;233,7484518;1;41,52372299;1
HomeImp;Mgr;0;24000;96072;122441;10;0;0;127,741782;1;33,6080373;1
HomeImp;Mgr;0;18000;94554;119000;1;0;1;308,4666667;1;;3
HomeImp;Other;0;15800;;44144;0;0;0;315,8126317;1;25,65038413;1
DebtCon;;0;8900;63342;78275;19;0;0;162,1964843;1;32,61266276;1
;ProfExe;1;21800;21000;45000;20;0;0;256,7;1;;3
DebtCon;;0;8300;59761;75081;17;0;0;147,9416425;1;31,95922724;1
DebtCon;Other;0;17600;39063;54561;17;0;0;107,9438175;1;38,91921033;1
HomeImp;Other;0;13000;53951;70095;28;0;3;212,3869245;1;36,72874424;1
DebtCon;Other;0;17600;88661;114922;13;0;0;152,7540102;1;36,76627363;1
HomeImp;ProfExe;0;21200;103264;148968;8;0;0;161,8591186;1;34,54854127;1
DebtCon;Office;0;27200;70730;93752;8;0;0;165,9193329;0;36,17090549;1
DebtCon;ProfExe;1;25400;136322;;2;0;5;303,7379347;1;16,6446745;1
DebtCon;;0;14800;43983;60826;4;1;1;113,8979666;1;27,10808171;1
